method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
Random Search,20260607,41,6,6,rs_r41_006_tl28_dt49_ge38_qr44_tau72,28,49,38,0.44,0.72,0.00,490.15,1000044.56,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1275,1,26,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,42,1,6,rs_r42_001_tl65_dt6_ge15_qr97_tau81,65,6,15,0.97,0.81,315.92,443.96,327.56,247.18,0.00,PASS,,recovery_detected,True,False,0,4894,0,15,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,42,2,6,rs_r42_002_tl60_dt16_ge50_qr65_tau80,60,16,50,0.65,0.8,0.00,498.65,1000045.33,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3531,1,12,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,42,3,6,rs_r42_003_tl17_dt48_ge39_qr33_tau83,17,48,39,0.33,0.83,0.00,496.23,1000045.11,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1500,1,21,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,42,4,6,rs_r42_004_tl47_dt102_ge47_qr55_tau89,47,102,47,0.55,0.89,0.00,497.55,1000045.23,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,204,1,23,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,42,5,6,rs_r42_005_tl57_dt159_ge1_qr82_tau87,57,159,1,0.82,0.87,418.92,428.31,419.77,247.18,0.00,PASS,,recovery_detected,True,False,0,1192,1,117,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,42,6,6,rs_r42_006_tl17_dt187_ge31_qr83_tau82,17,187,31,0.83,0.82,469.92,311.64,455.53,247.18,0.00,PASS,,recovery_timeout,True,False,0,656,1,50,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,43,1,6,rs_r43_001_tl111_dt8_ge8_qr38_tau87,111,8,8,0.38,0.87,315.92,445.65,327.71,247.18,0.00,PASS,,recovery_detected,True,False,0,4783,1,20,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,43,2,6,rs_r43_002_tl83_dt104_ge19_qr73_tau88,83,104,19,0.73,0.88,425.92,339.33,418.05,247.18,0.00,PASS,,recovery_timeout,True,False,0,629,1,60,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,43,3,6,rs_r43_003_tl20_dt184_ge31_qr86_tau73,20,184,31,0.86,0.73,0.00,490.55,1000044.60,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,471,1,31,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,43,4,6,rs_r43_004_tl29_dt138_ge26_qr51_tau77,29,138,26,0.51,0.77,0.00,489.75,1000044.52,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,377,1,35,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,43,5,6,rs_r43_005_tl26_dt131_ge27_qr37_tau75,26,131,27,0.37,0.75,502.92,304.25,484.86,247.18,0.00,PASS,,recovery_timeout,True,False,0,605,1,56,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,43,6,6,rs_r43_006_tl100_dt200_ge16_qr99_tau87,100,200,16,0.99,0.87,620.92,297.91,591.56,247.18,0.00,PASS,,recovery_timeout,True,False,0,716,0,85,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,44,1,6,rs_r44_001_tl56_dt6_ge41_qr60_tau88,56,6,41,0.6,0.88,0.00,488.87,1000044.44,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,4644,1,8,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,44,2,6,rs_r44_002_tl101_dt102_ge19_qr27_tau71,101,102,19,0.27,0.71,440.92,431.35,440.05,247.18,0.00,PASS,,recovery_detected,True,False,0,550,1,64,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,44,3,6,rs_r44_003_tl96_dt94_ge14_qr74_tau70,96,94,14,0.74,0.7,472.92,314.27,458.50,247.18,0.00,PASS,,recovery_timeout,True,False,0,676,1,74,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,44,4,6,rs_r44_004_tl99_dt55_ge24_qr44_tau90,99,55,24,0.44,0.9,0.00,499.42,1000045.40,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,955,1,30,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,44,5,6,rs_r44_005_tl63_dt136_ge37_qr58_tau72,63,136,37,0.58,0.72,540.92,296.04,518.66,247.18,0.00,PASS,,recovery_timeout,True,False,0,402,1,48,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,44,6,6,rs_r44_006_tl19_dt208_ge35_qr2_tau87,19,208,35,0.02,0.87,0.00,486.74,1000044.25,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,417,1,28,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,45,1,6,rs_r45_001_tl82_dt136_ge11_qr9_tau83,82,136,11,0.09,0.83,458.92,430.72,456.36,247.18,0.00,PASS,,recovery_detected,True,False,0,781,1,80,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,45,2,6,rs_r45_002_tl96_dt85_ge44_qr74_tau85,96,85,44,0.74,0.85,374.92,440.87,380.92,247.18,0.00,PASS,,recovery_detected,True,False,0,392,1,36,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,45,3,6,rs_r45_003_tl108_dt32_ge19_qr72_tau78,108,32,19,0.72,0.78,0.00,500.24,1000045.48,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2629,1,25,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,45,4,6,rs_r45_004_tl26_dt50_ge17_qr84_tau78,26,50,17,0.84,0.78,0.00,489.81,1000044.53,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1198,1,40,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,45,5,6,rs_r45_005_tl72_dt163_ge1_qr82_tau74,72,163,1,0.82,0.74,308.92,452.24,321.95,247.18,0.00,PASS,,recovery_detected,True,False,0,915,1,95,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,45,6,6,rs_r45_006_tl45_dt112_ge26_qr40_tau77,45,112,26,0.4,0.77,0.00,489.38,1000044.49,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,324,1,35,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,46,1,6,rs_r46_001_tl109_dt119_ge50_qr46_tau86,109,119,50,0.46,0.86,0.00,467.06,1000042.46,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,176,1,25,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,46,2,6,rs_r46_002_tl86_dt181_ge30_qr35_tau76,86,181,30,0.35,0.76,474.92,429.46,470.79,247.18,0.00,PASS,,recovery_detected,True,False,0,313,1,48,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,46,3,6,rs_r46_003_tl52_dt122_ge1_qr44_tau82,52,122,1,0.44,0.82,386.92,437.20,391.49,247.18,0.00,PASS,,recovery_detected,True,False,0,1145,1,116,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,46,4,6,rs_r46_004_tl36_dt108_ge2_qr77_tau78,36,108,2,0.77,0.78,344.92,426.31,352.32,247.18,0.00,PASS,,recovery_detected,True,False,0,1075,1,97,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,46,5,6,rs_r46_005_tl23_dt37_ge38_qr22_tau87,23,37,38,0.22,0.87,0.00,493.76,1000044.89,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2451,1,21,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,46,6,6,rs_r46_006_tl55_dt86_ge30_qr5_tau75,55,86,30,0.05,0.75,513.92,303.82,494.82,247.18,0.00,PASS,,recovery_timeout,True,False,0,554,1,53,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,47,1,6,rs_r47_001_tl72_dt200_ge26_qr98_tau70,72,200,26,0.98,0.7,0.00,486.26,1000044.21,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,233,0,35,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,47,2,6,rs_r47_002_tl101_dt63_ge12_qr5_tau78,101,63,12,0.05,0.78,0.00,497.64,1000045.24,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,487,1,43,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,47,3,6,rs_r47_003_tl11_dt141_ge34_qr9_tau70,11,141,34,0.09,0.7,414.92,431.39,416.42,247.18,0.00,PASS,,recovery_detected,True,False,0,508,1,44,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,47,4,6,rs_r47_004_tl44_dt12_ge4_qr43_tau76,44,12,4,0.43,0.76,0.00,498.72,1000045.34,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3734,1,22,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,47,5,6,rs_r47_005_tl73_dt62_ge18_qr43_tau88,73,62,18,0.43,0.88,0.00,471.25,1000042.84,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,504,1,51,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,47,6,6,rs_r47_006_tl85_dt9_ge13_qr68_tau82,85,9,13,0.68,0.82,316.92,445.71,328.63,247.18,0.00,PASS,,recovery_detected,True,False,0,4855,1,20,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,48,1,6,rs_r48_001_tl112_dt94_ge43_qr24_tau72,112,94,43,0.24,0.72,0.00,483.97,1000044.00,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,270,1,27,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,48,2,6,rs_r48_002_tl39_dt62_ge5_qr60_tau77,39,62,5,0.6,0.77,0.00,467.45,1000042.50,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1313,1,77,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,48,3,6,rs_r48_003_tl91_dt177_ge38_qr33_tau71,91,177,38,0.33,0.71,414.92,436.67,416.90,247.18,0.00,PASS,,recovery_detected,True,False,0,231,1,41,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,48,4,6,rs_r48_004_tl12_dt55_ge4_qr53_tau88,12,55,4,0.53,0.88,0.00,504.90,1000045.90,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1247,1,51,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,48,5,6,rs_r48_005_tl60_dt11_ge10_qr44_tau84,60,11,10,0.44,0.84,313.92,446.66,325.99,247.18,0.00,PASS,,recovery_detected,True,False,0,4789,1,22,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,48,6,6,rs_r48_006_tl44_dt100_ge44_qr1_tau85,44,100,44,0.01,0.85,578.92,295.22,553.13,247.18,0.00,PASS,,recovery_timeout,True,False,0,457,1,48,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,49,1,6,rs_r49_001_tl69_dt214_ge1_qr20_tau83,69,214,1,0.2,0.83,321.92,449.97,333.56,247.18,0.00,PASS,,recovery_detected,True,False,0,1011,1,101,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,49,2,6,rs_r49_002_tl53_dt94_ge30_qr46_tau70,53,94,30,0.46,0.7,323.92,448.52,335.25,247.18,0.00,PASS,,recovery_detected,True,False,0,360,1,41,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,49,3,6,rs_r49_003_tl70_dt21_ge22_qr54_tau75,70,21,22,0.54,0.75,0.00,497.62,1000045.24,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3087,1,21,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,49,4,6,rs_r49_004_tl8_dt200_ge17_qr20_tau75,8,200,17,0.2,0.75,549.92,298.35,527.05,247.18,0.00,PASS,,recovery_timeout,True,False,0,1002,1,73,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,49,5,6,rs_r49_005_tl17_dt137_ge34_qr22_tau84,17,137,34,0.22,0.84,401.92,427.92,404.28,247.18,0.00,PASS,,recovery_detected,True,False,0,474,1,40,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,49,6,6,rs_r49_006_tl76_dt54_ge10_qr23_tau70,76,54,10,0.23,0.7,0.00,498.32,1000045.30,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1268,1,43,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,50,1,6,rs_r50_001_tl90_dt112_ge41_qr43_tau77,90,112,41,0.43,0.77,0.00,489.23,1000044.48,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,230,1,27,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,50,2,6,rs_r50_002_tl38_dt207_ge19_qr7_tau74,38,207,19,0.07,0.74,477.92,311.72,462.81,247.18,0.00,PASS,,recovery_timeout,True,False,0,631,1,64,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,50,3,6,rs_r50_003_tl43_dt141_ge31_qr32_tau76,43,141,31,0.32,0.76,448.92,428.67,447.08,247.18,0.00,PASS,,recovery_detected,True,False,0,377,1,47,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,50,4,6,rs_r50_004_tl100_dt11_ge27_qr29_tau86,100,11,27,0.29,0.86,0.00,494.04,1000044.91,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,4420,1,10,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,50,5,6,rs_r50_005_tl104_dt93_ge41_qr43_tau75,104,93,41,0.43,0.75,0.00,489.35,1000044.49,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,245,1,26,,,,,,,,,,,,,,,,,,,,
Random Search,20260607,50,6,6,rs_r50_006_tl82_dt109_ge10_qr76_tau77,82,109,10,0.76,0.77,290.92,456.77,306.00,247.18,0.00,PASS,,recovery_detected,True,False,0,521,1,64,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,1,6,cma_r01_001_tl31_dt23_ge1_qr76_tau84,31,23,1,0.76,0.84,255.92,459.51,274.43,274.43,0.00,PASS,,recovery_detected,True,False,0,3169,1,51,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,2,6,cma_r01_002_tl57_dt148_ge20_qr0_tau90,57,148,20,0.0,0.9,589.92,297.29,563.32,274.43,0.00,PASS,,recovery_timeout,True,False,0,666,1,75,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,3,6,cma_r01_003_tl34_dt186_ge8_qr64_tau71,34,186,8,0.64,0.71,364.92,437.07,371.48,274.43,0.00,PASS,,recovery_detected,True,False,0,967,1,77,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,4,6,cma_r01_004_tl43_dt162_ge39_qr53_tau72,43,162,39,0.53,0.72,554.92,301.54,531.89,274.43,0.00,PASS,,recovery_timeout,True,False,0,409,1,46,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,5,6,cma_r01_005_tl25_dt198_ge25_qr60_tau87,25,198,25,0.6,0.87,619.92,302.46,591.06,274.43,0.00,PASS,,recovery_timeout,True,False,0,673,1,66,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,6,6,cma_r01_006_tl88_dt180_ge43_qr0_tau75,88,180,43,0.0,0.75,0.00,458.95,1000041.72,274.43,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,191,1,32,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,1,6,cma_r02_001_tl29_dt75_ge13_qr61_tau76,29,75,13,0.61,0.76,0.00,491.52,1000044.68,274.43,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,610,1,49,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,2,6,cma_r02_002_tl42_dt85_ge5_qr58_tau76,42,85,5,0.58,0.76,595.92,296.30,568.68,274.43,0.00,PASS,,recovery_timeout,True,False,0,1285,1,121,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,3,6,cma_r02_003_tl88_dt99_ge24_qr77_tau87,88,99,24,0.77,0.87,496.92,306.20,479.58,274.43,0.00,PASS,,recovery_timeout,True,False,0,606,1,58,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,4,6,cma_r02_004_tl44_dt104_ge10_qr67_tau70,44,104,10,0.67,0.7,344.92,440.22,353.58,274.43,0.00,PASS,,recovery_detected,True,False,0,727,1,70,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,5,6,cma_r02_005_tl34_dt20_ge0_qr28_tau84,34,20,0,0.28,0.84,273.92,456.45,290.51,274.43,0.00,PASS,,recovery_detected,True,False,0,3362,1,50,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,6,6,cma_r02_006_tl85_dt0_ge11_qr33_tau85,85,0,11,0.33,0.85,458.92,430.72,456.36,274.43,0.00,PASS,,recovery_detected,True,False,0,785,1,80,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,1,6,cma_r03_001_tl43_dt115_ge15_qr45_tau70,43,115,15,0.45,0.7,563.92,299.54,539.89,274.43,0.00,PASS,,recovery_timeout,True,False,0,751,1,82,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,2,6,cma_r03_002_tl42_dt5_ge1_qr98_tau82,42,5,1,0.98,0.82,0.00,487.16,1000044.29,274.43,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,4879,0,18,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,3,6,cma_r03_003_tl28_dt12_ge20_qr27_tau83,28,12,20,0.27,0.83,0.00,498.30,1000045.30,274.43,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3786,1,14,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,4,6,cma_r03_004_tl75_dt94_ge5_qr61_tau77,75,94,5,0.61,0.77,438.92,323.06,428.39,274.43,0.00,PASS,,recovery_timeout,True,False,0,1206,1,94,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,5,6,cma_r03_005_tl9_dt22_ge9_qr70_tau85,9,22,9,0.7,0.85,0.00,496.03,1000045.09,274.43,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3243,1,31,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,6,6,cma_r03_006_tl16_dt30_ge6_qr2_tau78,16,30,6,0.02,0.78,0.00,497.37,1000045.22,274.43,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2873,1,36,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,1,6,cma_r04_001_tl2_dt27_ge8_qr36_tau74,2,27,8,0.36,0.74,238.92,457.90,258.83,258.83,0.00,PASS,,recovery_detected,True,False,0,2973,1,41,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,2,6,cma_r04_002_tl92_dt160_ge1_qr48_tau72,92,160,1,0.48,0.72,308.92,453.31,322.05,258.83,0.00,PASS,,recovery_detected,True,False,0,891,1,102,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,3,6,cma_r04_003_tl18_dt138_ge1_qr68_tau81,18,138,1,0.68,0.81,384.92,438.69,389.81,258.83,0.00,PASS,,recovery_detected,True,False,0,1312,1,114,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,4,6,cma_r04_004_tl84_dt88_ge1_qr70_tau78,84,88,1,0.7,0.78,391.92,428.34,395.23,258.83,0.00,PASS,,recovery_detected,True,False,0,1257,1,114,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,5,6,cma_r04_005_tl75_dt30_ge15_qr64_tau75,75,30,15,0.64,0.75,0.00,501.76,1000045.61,258.83,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2750,1,26,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,6,6,cma_r04_006_tl72_dt56_ge1_qr54_tau74,72,56,1,0.54,0.74,0.00,501.24,1000045.57,258.83,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1163,1,64,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,1,6,cma_r05_001_tl96_dt65_ge9_qr58_tau71,96,65,9,0.58,0.71,0.00,460.61,1000041.87,258.83,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,987,1,72,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,2,6,cma_r05_002_tl7_dt67_ge14_qr69_tau74,7,67,14,0.69,0.74,0.00,474.95,1000043.18,258.83,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1262,1,51,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,3,6,cma_r05_003_tl31_dt104_ge24_qr42_tau75,31,104,24,0.42,0.75,462.92,320.37,449.96,258.83,0.00,PASS,,recovery_timeout,True,False,0,568,1,54,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,4,6,cma_r05_004_tl38_dt171_ge0_qr46_tau76,38,171,0,0.46,0.76,439.92,436.54,439.61,258.83,0.00,PASS,,recovery_detected,True,False,0,1383,1,128,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,5,6,cma_r05_005_tl8_dt4_ge10_qr34_tau76,8,4,10,0.34,0.76,0.00,491.39,1000044.67,258.83,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,4600,1,11,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,6,6,cma_r05_006_tl4_dt147_ge16_qr76_tau70,4,147,16,0.76,0.7,0.00,495.15,1000045.01,258.83,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1329,1,42,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,1,6,cma_r06_001_tl21_dt105_ge1_qr53_tau75,21,105,1,0.53,0.75,330.92,447.88,341.55,258.83,0.00,PASS,,recovery_detected,True,False,0,1492,1,97,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,2,6,cma_r06_002_tl55_dt120_ge3_qr30_tau76,55,120,3,0.3,0.76,337.92,447.50,347.88,258.83,0.00,PASS,,recovery_detected,True,False,0,935,1,92,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,3,6,cma_r06_003_tl35_dt136_ge15_qr53_tau76,35,136,15,0.53,0.76,486.92,311.53,470.98,258.83,0.00,PASS,,recovery_timeout,True,False,0,778,1,71,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,4,6,cma_r06_004_tl24_dt185_ge14_qr57_tau78,24,185,14,0.57,0.78,484.92,311.74,469.18,258.83,0.00,PASS,,recovery_timeout,True,False,0,956,1,77,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,5,6,cma_r06_005_tl47_dt131_ge2_qr35_tau84,47,131,2,0.35,0.84,429.92,431.21,430.04,258.83,0.00,PASS,,recovery_detected,True,False,0,1197,1,111,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,6,6,cma_r06_006_tl20_dt76_ge9_qr51_tau76,20,76,9,0.51,0.76,0.00,490.28,1000044.57,258.83,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,977,1,53,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,1,6,cma_r07_001_tl30_dt201_ge0_qr73_tau74,30,201,0,0.73,0.74,203.92,455.54,226.79,226.79,0.00,PASS,,recovery_detected,True,False,0,1069,1,83,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,2,6,cma_r07_002_tl24_dt112_ge16_qr43_tau75,24,112,16,0.43,0.75,474.92,426.92,470.56,226.79,0.00,PASS,,recovery_detected,True,False,0,673,1,69,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,3,6,cma_r07_003_tl22_dt82_ge2_qr46_tau74,22,82,2,0.46,0.74,319.92,449.10,331.66,226.79,0.00,PASS,,recovery_detected,True,False,0,1189,1,94,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,4,6,cma_r07_004_tl15_dt106_ge6_qr26_tau70,15,106,6,0.26,0.7,0.00,486.58,1000044.23,226.79,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,914,1,65,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,5,6,cma_r07_005_tl20_dt92_ge0_qr54_tau76,20,92,0,0.54,0.76,406.92,434.21,409.40,226.79,0.00,PASS,,recovery_detected,True,False,0,1495,1,122,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,6,6,cma_r07_006_tl67_dt74_ge3_qr36_tau82,67,74,3,0.36,0.82,329.92,433.83,339.37,226.79,0.00,PASS,,recovery_detected,True,False,0,938,1,88,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,1,6,cma_r08_001_tl27_dt187_ge0_qr84_tau72,27,187,0,0.84,0.72,389.92,438.19,394.31,226.79,0.00,PASS,,recovery_detected,True,False,0,1494,1,119,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,2,6,cma_r08_002_tl40_dt222_ge9_qr68_tau76,40,222,9,0.68,0.76,560.92,305.05,537.66,226.79,0.00,PASS,,recovery_timeout,True,False,0,794,1,101,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,3,6,cma_r08_003_tl32_dt122_ge4_qr67_tau77,32,122,4,0.67,0.77,306.92,453.75,320.27,226.79,0.00,PASS,,recovery_detected,True,False,0,935,1,81,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,4,6,cma_r08_004_tl57_dt179_ge11_qr98_tau74,57,179,11,0.98,0.74,552.92,298.14,529.76,226.79,0.00,PASS,,recovery_timeout,True,False,0,828,0,93,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,5,6,cma_r08_005_tl50_dt160_ge5_qr98_tau70,50,160,5,0.98,0.7,361.92,444.53,369.43,226.79,0.00,PASS,,recovery_detected,True,False,0,811,0,91,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,6,6,cma_r08_006_tl6_dt175_ge0_qr82_tau79,6,175,0,0.82,0.79,407.92,435.61,410.44,226.79,0.00,PASS,,recovery_detected,True,False,0,1866,1,123,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,1,6,cma_r09_001_tl32_dt198_ge6_qr82_tau71,32,198,6,0.82,0.71,478.92,318.71,464.35,226.79,0.00,PASS,,recovery_timeout,True,False,0,1128,1,100,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,2,6,cma_r09_002_tl28_dt117_ge15_qr73_tau75,28,117,15,0.73,0.75,407.92,435.73,410.45,226.79,0.00,PASS,,recovery_detected,True,False,0,598,1,65,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,3,6,cma_r09_003_tl19_dt188_ge0_qr79_tau75,19,188,0,0.79,0.75,450.92,429.81,449.00,226.79,0.00,PASS,,recovery_detected,True,False,0,1712,1,131,,,,,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,4,6,cma_r09_004_tl57_dt139_ge4_qr84_tau71,57,139,4,0.84,0.71,389.92,437.40,394.24,226.79,0.00,PASS,,recovery_detected,True,False,0,920,1,96,,,,,,,,,,,,,,,,,,,,
