tls_id,profile_role,source,source_itst_id,source_eqmn_id,source_tls_id,movement_ids,mapped_segments,route_order_min,cycle_sec,main_green_sec,side_green_sec,yellow_sec,offset_sec,confidence,dominant_api_field,dominant_remaining_sec,inference_reason
436849185,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1863,CIB1000017300,436849185,,,28.0,80,35,39,3,35,0.67,ntLtsgRmdrCs,47.1,global TLS receives a direct API-derived profile by net tlLogic order
436870729,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,7668,CIB1032079500,436870729,,,29.0,160,90,64,3,140,0.64,stLtsgRmdrCs,146.3,global TLS receives a direct API-derived profile by net tlLogic order
5161705573,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2901,CIB1010020600,5161705573,,,30.0,140,75,59,3,138,0.64,swStsgRmdrCs,119.9,global TLS receives a direct API-derived profile by net tlLogic order
5172891764,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,4431,CIB1021443100,5172891764,,,31.0,135,75,54,3,10,0.64,stLtsgRmdrCs,116.0,global TLS receives a direct API-derived profile by net tlLogic order
5172891765,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1822,CIB1001182200,5172891765,,,32.0,130,70,54,3,19,0.64,etStsgRmdrCs,109.8,global TLS receives a direct API-derived profile by net tlLogic order
5593950705,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1827,CIB1001182700,5593950705,,,33.0,125,70,49,3,29,0.64,etStsgRmdrCs,105.0,global TLS receives a direct API-derived profile by net tlLogic order
5851251281,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1850,CIB1000012200,5851251281,,,34.0,120,65,49,3,42,0.64,etLtsgRmdrCs,102.1,global TLS receives a direct API-derived profile by net tlLogic order
7265413652,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,243,CIB1031024300,7265413652,,,35.0,120,65,49,3,44,0.64,wtLtsgRmdrCs,98.9,global TLS receives a direct API-derived profile by net tlLogic order
7311080426,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2262,CIB1000038700,7311080426,,,36.0,120,65,49,3,49,0.64,wtStsgRmdrCs,98.7,global TLS receives a direct API-derived profile by net tlLogic order
8209566040,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2124,CIB1021212400,8209566040,,,37.0,110,60,44,3,68,0.64,ntLtsgRmdrCs,92.4,global TLS receives a direct API-derived profile by net tlLogic order
8209566041,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2865,CIB1010040900,8209566041,,,38.0,105,60,39,3,77,0.64,ntLtsgRmdrCs,86.5,global TLS receives a direct API-derived profile by net tlLogic order
8487751470,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2875,CIB1010012000,8487751470,,,39.0,105,55,44,3,83,0.64,etLtsgRmdrCs,86.3,global TLS receives a direct API-derived profile by net tlLogic order
COMPACT_V9_FIRE_STATION_ENTRY_TLS,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2080,CIB1021208000,COMPACT_V9_FIRE_STATION_ENTRY_TLS,,,40.0,105,55,44,3,86,0.64,stLtsgRmdrCs,84.9,global TLS receives a direct API-derived profile by net tlLogic order
cluster_11177413157_11178710207,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2822,CIB1010042800,cluster_11177413157_11178710207,,,41.0,105,55,44,3,90,0.64,etStsgRmdrCs,83.5,global TLS receives a direct API-derived profile by net tlLogic order
cluster_11203041632_11203041633_11203041634_11203041635_#5more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1826,CIB1000039300,cluster_11203041632_11203041633_11203041634_11203041635_#5more,,,42.0,95,50,39,3,14,0.64,stLtsgRmdrCs,76.9,global TLS receives a direct API-derived profile by net tlLogic order
cluster_11277565406_11277565407_11277565408_11277565409_#6more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2028,CIB1021202800,cluster_11277565406_11277565407_11277565408_11277565409_#6more,,,43.0,95,50,39,3,18,0.64,wtLtsgRmdrCs,76.0,global TLS receives a direct API-derived profile by net tlLogic order
cluster_11347624895_11414286294,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1830,CIB1000032100,cluster_11347624895_11414286294,,,44.0,90,50,34,3,33,0.64,etStsgRmdrCs,70.3,global TLS receives a direct API-derived profile by net tlLogic order
cluster_12785870414_3337522189,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2331,CIB1031233100,cluster_12785870414_3337522189,,,45.0,90,50,34,3,38,0.64,stLtsgRmdrCs,70.2,global TLS receives a direct API-derived profile by net tlLogic order
cluster_1326096615_3849700763,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2104,CIB1021210400,cluster_1326096615_3849700763,,,46.0,90,50,34,3,42,0.64,wtLtsgRmdrCs,69.0,global TLS receives a direct API-derived profile by net tlLogic order
cluster_13348293702_13348293703_414685829,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2638,CIB1020020700,cluster_13348293702_13348293703_414685829,,,47.0,80,45,29,3,68,0.64,ntLtsgRmdrCs,59.5,global TLS receives a direct API-derived profile by net tlLogic order
cluster_2374692784_2374692803,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,917,CIB1000044500,cluster_2374692784_2374692803,,,48.0,80,40,34,3,71,0.64,etStsgRmdrCs,57.1,global TLS receives a direct API-derived profile by net tlLogic order
cluster_2457731125_436856300,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1657,CIB1031165700,cluster_2457731125_436856300,,,49.0,80,35,39,3,64,0.64,ntStsgRmdrCs,44.3,global TLS receives a direct API-derived profile by net tlLogic order
cluster_3846493853_3846493855_3846493856,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1928,CIB1021192800,cluster_3846493853_3846493855_3846493856,,,50.0,160,80,74,3,68,0.61,wtBssgRmdrCs,123.7,global TLS receives a direct API-derived profile by net tlLogic order
cluster_4276316582_436883143,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1819,CIB1000017500,cluster_4276316582_436883143,,,52.0,120,65,49,3,15,0.61,etLtsgRmdrCs,99.5,global TLS receives a direct API-derived profile by net tlLogic order
joinedS_11203083989_11203083990_11203083991_11203083992_#1more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1574,CIB1000016800,joinedS_11203083989_11203083990_11203083991_11203083992_#1more,,,55.0,105,55,44,3,60,0.61,wtUtsgRmdrCs,84.1,global TLS receives a direct API-derived profile by net tlLogic order
joinedS_11209914859_cluster_11209914851_11209914852_11209914857_11209914858_#9more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2870,CIB1010042400,joinedS_11209914859_cluster_11209914851_11209914852_11209914857_11209914858_#9more,,,56.0,95,50,39,3,86,0.61,ntLtsgRmdrCs,74.5,global TLS receives a direct API-derived profile by net tlLogic order
joinedS_11414286323_cluster_11414286309_7666741014,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,3330,CIB1031333000,joinedS_11414286323_cluster_11414286309_7666741014,,,58.0,95,50,39,3,0,0.61,neLtsgRmdrCs,72.6,global TLS receives a direct API-derived profile by net tlLogic order
joinedS_3846493837_cluster_2515564080_436883154,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,20158,CIB1010043900,joinedS_3846493837_cluster_2515564080_436883154,,,59.0,90,50,34,3,21,0.61,stStsgRmdrCs,68.9,global TLS receives a direct API-derived profile by net tlLogic order
joinedS_4276255151_cluster_4276255149_4276255150_4276255152_436839431,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,158,CIB1000043800,joinedS_4276255151_cluster_4276255149_4276255150_4276255152_436839431,,,60.0,90,50,34,3,26,0.61,stLtsgRmdrCs,68.7,global TLS receives a direct API-derived profile by net tlLogic order
joinedS_7121587905_cluster_11203001806_11203001809_11203001810_11203001814_#12more_cluster_11203001812_13639573216_13721232723_13721232725_#1more_cluster_11203001813_13721232726_#1more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,3231,CIB1031323100,joinedS_7121587905_cluster_11203001806_11203001809_11203001810_11203001814_#12more_cluster_11203001812_13639573216_13721232723_13721232725_#1more_cluster_11203001813_13721232726_#1more,,,61.0,85,45,34,3,50,0.61,etLtsgRmdrCs,66.7,global TLS receives a direct API-derived profile by net tlLogic order
